TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,HS_DEPLOYED,PC_DEPLOYED,MAST_RAISED,TEMPERATURE,VOLTAGE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,TILT_X,TILT_Y,CMD_ECHO,T+ Time
1032,19:19:10,39,F,LAUNCH_WAIT,63,N,N,N,7,76,19:19:10,49,7,62,7,48,63,CXON,38
1032,19:19:10,17,F,LAUNCH_WAIT,20,N,N,N,29,88,19:19:10,9,29,86,29,53,20,CXON,16
1032,19:19:11,40,F,LAUNCH_WAIT,44,N,N,N,31,41,19:19:11,81,31,85,31,59,44,CXON,39
1032,19:19:11,18,F,LAUNCH_WAIT,29,N,N,N,19,28,19:19:11,18,19,98,19,75,29,CXON,17
1032,19:19:12,41,F,LAUNCH_WAIT,86,N,N,N,61,29,19:19:12,79,61,51,61,43,86,CXON,40
1032,19:19:12,19,F,LAUNCH_WAIT,21,N,N,N,95,4,19:19:12,63,95,10,95,63,21,CXON,18
1032,19:19:13,42,F,LAUNCH_WAIT,9,N,N,N,34,41,19:19:13,45,34,82,34,2,9,CXON,41
1032,19:19:13,20,F,LAUNCH_WAIT,35,N,N,N,45,79,19:19:13,41,45,92,45,12,35,CXON,19
1032,19:19:14,43,F,LAUNCH_WAIT,53,N,N,N,49,7,19:19:14,40,49,22,49,64,53,CXON,42
1032,19:19:14,21,F,LAUNCH_WAIT,36,N,N,N,46,69,19:19:14,60,46,78,46,49,36,CXON,20
1032,19:19:15,44,F,LAUNCH_WAIT,44,N,N,N,8,31,19:19:15,3,8,46,8,51,44,CXON,43
1032,19:19:15,22,F,LAUNCH_WAIT,42,N,N,N,66,70,19:19:15,67,66,8,66,16,42,CXON,21
1032,19:19:16,45,F,LAUNCH_WAIT,85,N,N,N,41,48,19:19:16,75,41,19,41,43,85,CXON,44
1032,19:19:16,23,F,LAUNCH_WAIT,57,N,N,N,0,9,19:19:16,23,0,73,0,44,57,CXON,22
1032,19:19:17,46,F,LAUNCH_WAIT,32,N,N,N,6,3,19:19:17,72,6,51,6,23,32,CXON,45
1032,19:19:17,24,F,LAUNCH_WAIT,46,N,N,N,48,78,19:19:17,74,48,99,48,53,46,CXON,23
1032,19:19:18,47,F,LAUNCH_WAIT,54,N,N,N,94,88,19:19:18,44,94,38,94,32,54,CXON,46
1032,19:19:18,25,F,LAUNCH_WAIT,92,N,N,N,20,38,19:19:18,40,20,90,20,35,92,CXON,24
1032,19:19:19,48,F,LAUNCH_WAIT,57,N,N,N,88,43,19:19:19,99,88,92,88,37,57,CXON,47
1032,19:19:19,26,F,LAUNCH_WAIT,28,N,N,N,18,85,19:19:19,72,18,2,18,65,28,CXON,25
1032,19:19:20,49,F,LAUNCH_WAIT,84,N,N,N,43,73,19:19:20,82,43,89,43,24,84,CXON,48
1032,19:19:20,27,F,LAUNCH_WAIT,96,N,N,N,73,78,19:19:20,81,73,8,73,18,96,CXON,26
1032,19:19:21,50,F,LAUNCH_WAIT,47,N,N,N,91,12,19:19:21,79,91,37,91,38,47,CXON,49
1032,19:19:21,28,F,LAUNCH_WAIT,5,N,N,N,60,58,19:19:21,61,60,100,60,23,5,CXON,27
1032,19:19:22,51,F,LAUNCH_WAIT,15,N,N,N,99,29,19:19:22,33,99,56,99,22,15,CXON,50
1032,19:19:22,29,F,LAUNCH_WAIT,43,N,N,N,58,25,19:19:22,26,58,28,58,72,43,CXON,28
1032,19:19:23,52,F,LAUNCH_WAIT,74,N,N,N,27,40,19:19:23,79,27,18,27,37,74,CXON,51
1032,19:19:23,30,F,LAUNCH_WAIT,78,N,N,N,37,7,19:19:23,96,37,6,37,99,78,CXON,29
1032,19:19:24,53,F,LAUNCH_WAIT,89,N,N,N,75,95,19:19:24,72,75,33,75,71,89,CXON,52
1032,19:19:24,31,F,LAUNCH_WAIT,40,N,N,N,65,89,19:19:24,32,65,91,65,78,40,CXON,30
1032,19:19:25,54,F,LAUNCH_WAIT,54,N,N,N,16,10,19:19:25,31,16,16,16,32,54,CXON,53
1032,19:19:25,32,F,LAUNCH_WAIT,53,N,N,N,50,24,19:19:25,86,50,45,50,97,53,CXON,31
1032,19:19:26,55,F,LAUNCH_WAIT,67,N,N,N,92,52,19:19:26,78,92,92,92,95,67,CXON,54
1032,19:19:26,33,F,LAUNCH_WAIT,47,N,N,N,3,22,19:19:26,14,3,4,3,69,47,CXON,32
1032,19:19:27,56,F,LAUNCH_WAIT,98,N,N,N,75,87,19:19:27,39,75,67,75,80,98,CXON,55
1032,19:19:27,34,F,LAUNCH_WAIT,84,N,N,N,46,25,19:19:27,21,46,37,46,18,84,CXON,33
1032,19:19:28,57,F,LAUNCH_WAIT,19,N,N,N,53,42,19:19:28,25,53,81,53,76,19,CXON,56
1032,19:19:28,35,F,LAUNCH_WAIT,9,N,N,N,84,28,19:19:28,52,84,65,84,46,9,CXON,34
1032,19:19:29,58,F,LAUNCH_WAIT,47,N,N,N,16,47,19:19:29,59,16,46,16,28,47,CXON,57
1032,19:19:29,36,F,LAUNCH_WAIT,88,N,N,N,98,2,19:19:29,57,98,15,98,51,88,CXON,35
1032,19:19:30,59,F,LAUNCH_WAIT,96,N,N,N,38,9,19:19:30,56,38,38,38,28,96,CXON,58
1032,19:19:30,37,F,LAUNCH_WAIT,54,N,N,N,82,72,19:19:30,98,82,84,82,64,54,CXON,36
1032,19:19:31,60,F,LAUNCH_WAIT,50,N,N,N,82,69,19:19:31,92,82,52,82,55,50,CXON,59
1032,19:19:31,38,F,LAUNCH_WAIT,86,N,N,N,78,68,19:19:31,64,78,76,78,69,86,CXON,37
1032,19:19:32,61,F,LAUNCH_WAIT,57,N,N,N,58,69,19:19:32,10,58,65,58,25,57,CXON,60
1032,19:19:32,39,F,LAUNCH_WAIT,54,N,N,N,39,44,19:19:32,15,39,46,39,28,54,CXON,38
1032,19:19:33,62,F,LAUNCH_WAIT,47,N,N,N,20,11,19:19:33,47,20,60,20,62,47,CXON,61
1032,19:19:33,40,F,LAUNCH_WAIT,66,N,N,N,76,93,19:19:33,58,76,35,76,85,66,CXON,39
1032,19:19:34,63,F,LAUNCH_WAIT,67,N,N,N,92,56,19:19:34,2,92,12,92,83,67,CXON,62
1032,19:19:34,41,F,LAUNCH_WAIT,3,N,N,N,25,16,19:19:34,1,25,69,25,96,3,CXON,40
1032,19:19:35,64,F,LAUNCH_WAIT,17,N,N,N,30,66,19:19:35,4,30,28,30,2,17,CXON,63
1032,19:19:36,65,F,LAUNCH_WAIT,3,N,N,N,33,40,19:19:36,74,33,21,33,61,3,CXON,64
1032,19:19:37,66,F,LAUNCH_WAIT,69,N,N,N,16,73,19:19:37,14,16,66,16,55,69,CXON,65
1032,19:19:38,67,F,LAUNCH_WAIT,46,N,N,N,84,11,19:19:38,11,84,83,84,90,46,CXON,66
1032,19:19:39,68,F,LAUNCH_WAIT,31,N,N,N,19,86,19:19:39,89,19,83,19,63,31,CXON,67
